,District,FNCount,FNMinimum,FNMaximum,FNMean,FNStandard Deviation,FNVariance,FNUpper Quartile,FNUpper 1.5 IQR,FNMedian,FNLower 1.5 IQR,FNLower Quartile,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),JNCount,JNMinimum,JNMaximum,JNMean,JNStandard Deviation,JNVariance,JNUpper Quartile,JNUpper 1.5 IQR,JNMedian,JNLower 1.5 IQR,JNLower Quartile,FECount,FEMinimum,FEMaximum,FEMean,FEStandard Deviation,FEVariance,FEUpper Quartile,FEUpper 1.5 IQR,FEMedian,FELower 1.5 IQR,FELower Quartile,JECount,JEMinimum,JEMaximum,JEMean,JEStandard Deviation,JEVariance,JEUpper Quartile,JEUpper 1.5 IQR,JEMedian,JELower 1.5 IQR,JELower Quartile
383,AJMER,10552,0.0533,0.809,0.2557405,0.0750337,0.00563,0.277,0.378,0.2346,0.1092,0.2095,2002,Rabi       ,41551,75770,1.823542153,10552,0.0519,0.7659,0.2693583,0.0717477,0.0051477,0.293125,0.3969,0.2496,0.1225,0.2239,10552,0.0405,0.6173,0.1669066,0.0515179,0.0026541,0.1785,0.2419,0.1521,0.0751,0.1362,10552,0.0429,0.5624,0.1673484,0.0480495,0.0023088,0.1804,0.2443,0.1541,0.0753,0.1378
385,AJMER,10552,0.0511,0.707,0.1907063,0.046652,0.0021764,0.2052,0.2676,0.183,0.104,0.1636,2003,Rabi       ,11244,23077,2.052383493,10552,0.052,0.6592,0.205496,0.0439578,0.0019323,0.221725,0.2861,0.1996,0.1156,0.1788,10552,0.0398,0.5266,0.1237848,0.0307116,0.0009432,0.1319,0.1689,0.1185,0.0702,0.1072,10552,0.0389,0.4619,0.12523,0.0273712,0.0007492,0.1339,0.1697,0.1209,0.0746,0.11
387,AJMER,10552,0.0687,0.7391,0.2400303,0.0499901,0.002499,0.2553,0.3217,0.22935,0.147,0.2109,2004,Rabi       ,21595,42225,1.95531373,10552,0.0331,0.7165,0.2498053,0.0498651,0.0024865,0.2673,0.3394,0.2398,0.1473,0.2192,10552,0.0555,0.542,0.1542734,0.0337143,0.0011367,0.1635,0.2071,0.1472,0.0908,0.1344,10552,0.026,0.5167,0.1596708,0.0332584,0.0011061,0.1707,0.2179,0.1533,0.0922,0.1392
389,AJMER,10551,-0.1762,0.7419,0.2509062,0.0771631,0.0059542,0.27245,0.376,0.2281,0.1017,0.2034,2005,Rabi       ,25457,52533,2.063597439,10545,-0.1881,0.7016,0.2689186,0.080042,0.0064067,0.2935,0.4062,0.2453,0.1078,0.2183,10551,-0.036,0.5461,0.1580453,0.0495399,0.0024542,0.1688,0.2287,0.1434,0.0708,0.1288,10545,-0.0366,0.5034,0.1697229,0.0518002,0.0026833,0.1824,0.2482,0.1547,0.0732,0.1385
391,AJMER,10552,-0.1272,0.7178,0.244088,0.0583172,0.0034009,0.2598,0.333,0.2314,0.1382,0.2109,2006,Rabi       ,23544,31307,1.329723072,10552,-0.0791,0.7225,0.264994,0.0663241,0.0043989,0.2877,0.3823,0.2496,0.1335,0.2245,10552,-0.0201,0.5203,0.1583979,0.040702,0.0016567,0.1677,0.2158,0.1487,0.0876,0.1356,10552,-0.0137,0.5725,0.1699575,0.0443668,0.0019684,0.1826,0.2409,0.1591,0.0878,0.1437
393,AJMER,10548,-0.1247,0.7845,0.2531788,0.0695135,0.0048321,0.2753,0.3726,0.2377,0.1142,0.2104,2007,Rabi       ,30011,84048,2.800573123,10548,-0.133,0.7075,0.2620107,0.0713265,0.0050875,0.2848,0.3862,0.2456,0.1161,0.2171,10548,-0.0286,0.5691,0.1648242,0.0459743,0.0021136,0.178,0.2393,0.1543,0.0759,0.1371,10548,-0.0278,0.5903,0.171955,0.0480177,0.0023057,0.186825,0.2534,0.162,0.0772,0.1424
395,AJMER,10552,-0.0069,0.7622,0.2406542,0.0607044,0.003685,0.251525,0.3175,0.2257,0.1415,0.2075,2008,Rabi       ,21909,52373,2.390478799,10552,0.0302,0.7369,0.2469373,0.060307,0.0036369,0.2593,0.3284,0.2323,0.1449,0.213175,10552,-0.0066,0.5635,0.1552668,0.0423078,0.00179,0.1617,0.2044,0.1447,0.0906,0.1332,10552,0.0137,0.5635,0.1603159,0.0402727,0.0016219,0.167525,0.2112,0.1509,0.0949,0.1384
397,AJMER,10552,0.0386,0.6943,0.2297172,0.0518026,0.0026835,0.2418,0.3021,0.219,0.1418,0.2016,2009,Rabi       ,16605,37499,2.258295694,10552,0.0038,0.7307,0.2586396,0.0636337,0.0040492,0.2775,0.3629,0.243,0.1397,0.2204,10552,0.03,0.5288,0.1486656,0.0355685,0.0012651,0.1567,0.197,0.1416,0.0902,0.1298,10552,0.0028,0.5396,0.1617525,0.0427006,0.0018233,0.1738,0.229,0.1517,0.0882,0.1369
399,AJMER,10552,-0.0103,0.7376,0.1994601,0.0459805,0.0021142,0.2115,0.2642,0.1921,0.1245,0.1762,2010,Rabi       ,8761,21653,2.471521516,10552,-0.036,0.7388,0.2177551,0.0514947,0.0026517,0.2316,0.2936,0.2091,0.1289,0.1902,10552,-0.0095,0.5202,0.1221532,0.0296352,0.0008782,0.1276,0.1559,0.1172,0.0804,0.1087,10552,-0.0323,0.5215,0.1332716,0.0336216,0.0011304,0.14,0.1743,0.1273,0.0829,0.1171
401,AJMER,10552,-0.0375,0.8107,0.3642978,0.0898015,0.0080643,0.4117,0.5761,0.351,0.1386,0.302,2011,Rabi       ,64322,207905,3.23225335,10551,-0.0922,0.7005,0.3290407,0.0700986,0.0049138,0.36135,0.4777,0.3178,0.1692,0.2837,10552,-0.0129,0.6052,0.2253176,0.0602556,0.0036307,0.2521,0.3536,0.2141,0.0832,0.1844,10551,-0.0204,0.4973,0.1894979,0.0446965,0.0019978,0.2074,0.2768,0.1804,0.0925,0.1611
403,AJMER,10552,-0.1563,0.7027,0.3055809,0.079055,0.0062497,0.336525,0.4638,0.2848,0.1262,0.2516,2012,Rabi       ,46550,146725,3.151987111,10552,-0.1081,0.7051,0.329651,0.0789625,0.0062351,0.363825,0.4965,0.3103,0.1475,0.2753,10552,-0.0276,0.5044,0.1993074,0.0505842,0.0025588,0.215925,0.2896,0.186,0.0948,0.1668,10552,-0.019,0.5814,0.2089741,0.0502926,0.0025293,0.2275,0.304,0.197,0.1006,0.176475
405,AJMER,10552,-0.098,0.7972,0.35937,0.0947564,0.0089788,0.4099,0.5861,0.3413,0.1183,0.292375,2013,Rabi       ,66027,219014,3.31703697,10551,-0.0239,0.7143,0.3429131,0.0817967,0.0066907,0.3835,0.5296,0.3286,0.1405,0.2858,10552,-0.0156,0.5951,0.2414096,0.0678884,0.0046088,0.2756,0.3981,0.2275,0.0735,0.1939,10551,-0.0177,0.564,0.2196468,0.0569264,0.0032406,0.2428,0.3326,0.2079,0.0932,0.1829
407,AJMER,10552,-0.1229,0.7855,0.4082823,0.1162456,0.013513,0.490325,0.7501,0.3876,0.0607,0.3163,2014,Rabi       ,56000,193073,3.447732143,10551,-0.0294,0.7468,0.3972458,0.1004268,0.0100855,0.4615,0.668,0.3792,0.1158,0.3232,10552,-0.0158,0.5956,0.2607217,0.0872923,0.0076199,0.3165,0.5024,0.24445,0.0078,0.1923,10551,-0.0037,0.5787,0.2355814,0.0654044,0.0042777,0.2716,0.3964,0.2228,0.0638,0.18835
409,AJMER,10552,-0.1926,0.7819,0.3451298,0.097407,0.0094881,0.3879,0.5502,0.321,0.1174,0.2794,2015,Rabi       ,62442,131969,2.113465296,10551,-0.1966,0.7228,0.3522815,0.0946579,0.0089601,0.3923,0.5464,0.3302,0.139,0.2894,10552,-0.0273,0.5834,0.2157206,0.0676074,0.0045708,0.243425,0.3535,0.19685,0.061,0.17,10551,-0.0221,0.5423,0.2168114,0.0642722,0.0041309,0.2397,0.336,0.2005,0.081,0.1755
411,AJMER,10552,-0.024,0.7813,0.2990558,0.0957943,0.0091765,0.3155,0.4233,0.2695,0.138,0.243575,2016,Rabi       ,42294,116787,2.761313662,10552,-0.1295,0.7508,0.3066142,0.0916883,0.0084068,0.3249,0.4335,0.2791,0.1459,0.252475,10552,-0.0097,0.5669,0.1887719,0.0646944,0.0041854,0.199225,0.2705,0.1696,0.0812,0.1517,10552,-0.0208,0.6381,0.1976056,0.0671902,0.0045145,0.207825,0.28,0.1782,0.0877,0.1596
413,AJMER,10552,-0.1548,0.7778,0.3648372,0.1089841,0.0118775,0.4304,0.6496,0.334,0.067,0.284,2017,Rabi       ,55466,185014,3.335629034,10545,-0.164,0.7697,0.3970261,0.1102952,0.012165,0.4626,0.6814,0.37,0.1014,0.3164,10552,-0.0201,0.5992,0.2239161,0.0690278,0.0047648,0.2602,0.3892,0.2045,0.0492,0.174,10545,-0.0244,0.599,0.2502778,0.0763777,0.0058336,0.2879,0.4253,0.2297,0.0616,0.1962
415,AJMER,10552,-0.0081,0.7783,0.2914723,0.0749858,0.0056229,0.3119,0.4095,0.2713,0.1522,0.2468,2018,Rabi       ,40328,128011,3.174246181,10552,0.0194,0.7766,0.3204959,0.0820836,0.0067377,0.3471,0.4627,0.2997,0.155,0.27,10552,-0.0077,0.6011,0.1870265,0.0524303,0.0027489,0.1989,0.2617,0.1738,0.0942,0.1569,10552,0.0188,0.5944,0.2018503,0.0557668,0.0031099,0.2172,0.2895,0.189,0.0967,0.169
417,AJMER,10552,-0.0172,0.7556,0.3131149,0.0765642,0.0058621,0.344325,0.4676,0.2952,0.1412,0.262,2019,Rabi       ,34787,120782,3.472044154,10552,-0.0206,0.7233,0.3214622,0.0757945,0.0057448,0.3522,0.4726,0.3043,0.1524,0.2719,10552,-0.0159,0.6038,0.2039015,0.0557832,0.0031118,0.2228,0.3042,0.1902,0.0875,0.168375,10552,-0.0199,0.5458,0.1964257,0.0496426,0.0024644,0.2115,0.2781,0.1858,0.1021,0.1671
419,ALWAR,10187,0.1644,0.7831,0.4906419,0.1587525,0.0252024,0.6343,0.7831,0.5169,0.1644,0.33305,2001,Rabi       ,202992,724108,3.567175061,10187,0.1592,0.7829,0.4758188,0.1350652,0.0182426,0.59,0.7829,0.4889,0.1592,0.3549,10187,0.0947,0.5886,0.3252631,0.1276786,0.0163018,0.4395,0.5886,0.3413,0.0947,0.18995,10187,0.0894,0.6162,0.3005362,0.1091207,0.0119073,0.387,0.6162,0.3065,0.0894,0.1937
421,ALWAR,10187,0.1551,0.7791,0.5015357,0.1623848,0.0263688,0.6451,0.7791,0.543,0.1551,0.33145,2002,Rabi       ,174090,529816,3.043345396,10187,0.1682,0.7298,0.4571151,0.1308649,0.0171256,0.56775,0.7298,0.4774,0.1682,0.32975,10187,0.0893,0.6532,0.345825,0.1365707,0.0186515,0.46665,0.6532,0.3754,0.0893,0.2009,10187,0.0566,0.6028,0.3008997,0.1094934,0.0119888,0.38885,0.6028,0.312,0.0566,0.18875
423,ALWAR,10187,0.1108,0.808,0.5106315,0.1879753,0.0353347,0.6814,0.808,0.5645,0.1108,0.3088,2003,Rabi       ,181459,571450,3.149196237,10187,0.1004,0.7672,0.4471324,0.1522164,0.0231698,0.5804,0.7672,0.4567,0.1004,0.3048,10187,0.0542,0.6661,0.3496663,0.1610067,0.0259232,0.496,0.6661,0.382,0.0542,0.1694,10187,0.0573,0.5633,0.2813064,0.1177134,0.0138565,0.38205,0.5633,0.2812,0.0573,0.16505
425,ALWAR,10187,0.0481,0.8048,0.5315181,0.1506067,0.0226824,0.661,0.8048,0.5715,0.0481,0.3944,2004,Rabi       ,188108,648794,3.449050545,10187,0.1229,0.7563,0.5286513,0.1257922,0.0158237,0.6377,0.7563,0.5581,0.1229,0.4246,10187,0.0162,0.6056,0.3429567,0.1207368,0.0145774,0.44315,0.6056,0.3718,0.0162,0.22415,10187,0.0402,0.6228,0.3451979,0.1120336,0.0125515,0.43755,0.6228,0.3614,0.0402,0.24085
427,ALWAR,10187,0.188,0.7909,0.5199963,0.1463918,0.0214306,0.63775,0.7909,0.5602,0.188,0.38305,2005,Rabi       ,157411,511753,3.251062505,10187,0.2106,0.7849,0.5392913,0.1372279,0.0188315,0.65595,0.7849,0.5785,0.2106,0.4201,10187,0.0897,0.5923,0.3546686,0.1205705,0.0145373,0.45695,0.5923,0.3864,0.0897,0.23465,10187,0.08,0.6111,0.3561031,0.1152543,0.0132836,0.4519,0.6111,0.3859,0.08,0.2444
429,ALWAR,10187,0.1908,0.777,0.4843223,0.1438094,0.0206812,0.607,0.777,0.5041,0.1908,0.3471,2006,Rabi       ,159468,492657,3.089378433,10187,0.1511,0.7799,0.5060748,0.1336599,0.017865,0.61985,0.7799,0.524,0.1511,0.3886,10187,0.0939,0.5743,0.3236384,0.1152822,0.01329,0.42285,0.5743,0.3374,0.0939,0.20615,10187,0.0554,0.6138,0.3275302,0.1097968,0.0120553,0.4165,0.6138,0.338,0.0554,0.2215
431,ALWAR,10187,0.169,0.8157,0.532758,0.1723094,0.0296905,0.6885,0.8157,0.5792,0.169,0.3548,2007,Rabi       ,180515,641964,3.556291721,10187,0.1713,0.7919,0.5010909,0.1473248,0.0217046,0.62805,0.7919,0.5303,0.1713,0.36015,10187,0.0899,0.6458,0.3481001,0.1402333,0.0196654,0.47345,0.6458,0.3773,0.0899,0.1976,10187,0.0982,0.6322,0.3362613,0.1216763,0.0148051,0.43835,0.6322,0.354,0.0982,0.2121
433,ALWAR,10187,0.1715,0.7995,0.4888769,0.1612881,0.0260138,0.6351,0.7995,0.5192,0.1715,0.3246,2008,Rabi       ,191440,669054,3.494849561,10187,0.1783,0.7809,0.4837596,0.1431339,0.0204873,0.6077,0.7809,0.5102,0.1783,0.34585,10187,0.0647,0.643,0.340254,0.1350627,0.0182419,0.4607,0.643,0.3613,0.0647,0.194,10187,0.0937,0.669,0.3171727,0.1155154,0.0133438,0.4125,0.669,0.3333,0.0937,0.19835
435,ALWAR,10187,0.1851,0.7928,0.5191993,0.14412,0.0207706,0.6425,0.7928,0.5454,0.1851,0.3835,2009,Rabi       ,170172,688076,4.043414898,10187,0.1931,0.7945,0.5477831,0.1325672,0.017574,0.6607,0.7945,0.583,0.1931,0.4303,10187,0.0782,0.5935,0.3427405,0.1177618,0.0138678,0.4414,0.5935,0.3616,0.0782,0.2251,10187,0.0713,0.605,0.351836,0.1113473,0.0123982,0.4446,0.605,0.377,0.0713,0.24345
437,ALWAR,10187,0.1699,0.7949,0.5339612,0.1653545,0.0273421,0.6791,0.7949,0.5891,0.1699,0.36455,2010,Rabi       ,192800,722874,3.749346473,10187,0.1869,0.7898,0.548981,0.14752,0.0217621,0.67865,0.7898,0.5924,0.1869,0.4142,10187,0.0709,0.5889,0.3452562,0.1322904,0.0175008,0.4617,0.5889,0.3858,0.0709,0.20745,10187,0.0917,0.5995,0.3604945,0.1300419,0.0169109,0.47475,0.5995,0.3907,0.0917,0.22705
439,ALWAR,10187,0.2216,0.8331,0.6044264,0.1378816,0.0190113,0.7183,0.8331,0.6551,0.2216,0.4852,2011,Rabi       ,193992,816059,4.206663161,10187,0.2036,0.7793,0.5625609,0.1096686,0.0120272,0.6521,0.7793,0.5907,0.2217,0.47955,10187,0.0676,0.6533,0.4024597,0.1303586,0.0169934,0.511,0.6533,0.4465,0.0676,0.2751,10187,0.0917,0.6121,0.3573213,0.1025454,0.0105156,0.4417,0.6121,0.3815,0.0917,0.2615
441,ALWAR,10187,0.1807,0.7708,0.5161159,0.1326342,0.0175918,0.63175,0.7708,0.5442,0.1807,0.39255,2012,Rabi       ,185167,727380,3.928237753,10187,0.1753,0.7785,0.5346346,0.1208501,0.0146047,0.6389,0.7785,0.5557,0.1753,0.4326,10187,0.0834,0.701,0.3361763,0.1131649,0.0128063,0.4309,0.701,0.3551,0.0834,0.2218,10187,0.0646,0.628,0.3506362,0.1081027,0.0116862,0.4397,0.628,0.3628,0.0646,0.247
443,ALWAR,10187,0.2004,0.8076,0.5753361,0.138863,0.0192829,0.6955,0.8076,0.6126,0.2004,0.4557,2013,Rabi       ,204967,837412,4.085594266,10187,0.1819,0.7353,0.5169027,0.1023809,0.0104819,0.59675,0.7353,0.529,0.2126,0.443,10187,0.1025,0.6524,0.3951401,0.1301429,0.0169372,0.50465,0.6524,0.4252,0.1025,0.26325,10187,0.0947,0.5817,0.3319735,0.0902517,0.0081454,0.403,0.5817,0.3332,0.0947,0.2589
445,ALWAR,10187,0.2094,0.8324,0.6219397,0.1367224,0.018693,0.7362,0.8324,0.6666,0.2094,0.50925,2014,Rabi       ,208206,825344,3.964074042,10187,0.1771,0.8129,0.5738891,0.1183521,0.0140072,0.673,0.8129,0.6027,0.2043,0.48465,10187,0.0965,0.6966,0.4126435,0.1439944,0.0207344,0.5292,0.6966,0.4468,0.0965,0.28275,10187,0.0781,0.6533,0.3669165,0.1138412,0.0129598,0.46145,0.6533,0.3879,0.0781,0.2617
447,ALWAR,10187,0.1912,0.8326,0.5758906,0.1581067,0.0249977,0.7143,0.8326,0.6268,0.1912,0.4287,2015,Rabi       ,219063,757957,3.459995526,10187,0.1771,0.8074,0.5459137,0.1327897,0.0176331,0.66115,0.8074,0.5755,0.1771,0.4299,10187,0.0928,0.6819,0.3964996,0.1456079,0.0212017,0.5247,0.6819,0.4369,0.0928,0.25395,10187,0.0859,0.6308,0.3570105,0.1230543,0.0151424,0.4616,0.6308,0.3746,0.0859,0.2398
449,ALWAR,10187,0.1468,0.839,0.5566683,0.1757045,0.0308721,0.7167,0.839,0.6045,0.1468,0.3778,2016,Rabi       ,213011,776427,3.645008943,10187,0.1492,0.7876,0.5290452,0.1465939,0.0214898,0.6595,0.7876,0.5632,0.1492,0.39095,10187,0.0712,0.5941,0.3445785,0.1347884,0.0181679,0.4659,0.5941,0.3756,0.0712,0.20265,10187,0.0645,0.6227,0.341103,0.1240987,0.0154005,0.44685,0.6227,0.3596,0.0645,0.2138
451,ALWAR,10187,0.1904,0.826,0.572422,0.1428087,0.0203943,0.6983,0.826,0.6057,0.1904,0.4471,2017,Rabi       ,215678,941457,4.365104461,10187,0.1769,0.7969,0.5690732,0.1329305,0.0176705,0.688,0.7969,0.5974,0.1769,0.4569,10187,0.0537,0.6183,0.3709092,0.1215984,0.0147862,0.478,0.6183,0.3968,0.0537,0.2499,10187,0.0488,0.6459,0.3660032,0.1117167,0.0124806,0.4635,0.6459,0.3831,0.0488,0.2593
453,ALWAR,10187,0.1759,0.8211,0.530732,0.1735938,0.0301348,0.6915,0.8211,0.5729,0.1759,0.3459,2018,Rabi       ,203829,875183,4.293711886,10187,0.1685,0.8178,0.5257082,0.1618055,0.026181,0.672,0.8178,0.557,0.1685,0.3647,10187,0.0638,0.633,0.3497567,0.1384886,0.0191791,0.47655,0.633,0.3772,0.0638,0.2011,10187,0.0501,0.6251,0.3452064,0.1317561,0.0173597,0.46355,0.6251,0.3648,0.0501,0.2056
455,ALWAR,10187,0.2124,0.8223,0.5733955,0.1596219,0.0254791,0.71445,0.8223,0.6225,0.2124,0.4144,2019,Rabi       ,192419,883624,4.592186842,10187,0.1697,0.8218,0.5549294,0.1403735,0.0197047,0.67715,0.8218,0.5934,0.1697,0.42225,10187,0.1125,0.6645,0.3934765,0.1466546,0.0215076,0.5234,0.6645,0.4357,0.1125,0.2441,10187,0.091,0.7988,0.366058,0.1286636,0.0165543,0.47075,0.7988,0.391,0.091,0.2379
457,BANSWARA,6154,-0.1689,0.7623,0.2780038,0.1067377,0.0113929,0.29665,0.4212,0.24415,0.0902,0.2136,2001,Rabi       ,35623,49590,1.392078152,6154,-0.1951,0.7382,0.2936237,0.0957339,0.009165,0.318675,0.4425,0.2677,0.1114,0.2353,6154,-0.0424,0.5249,0.161355,0.0745446,0.0055569,0.179275,0.28,0.142,0.0131,0.112,6154,-0.0476,0.4905,0.1642432,0.0618109,0.0038206,0.187275,0.2833,0.153,0.0295,0.1232
459,BANSWARA,6154,-0.1768,0.8078,0.3022852,0.1307439,0.017094,0.3386,0.5191,0.25435,0.0724,0.2178,2002,Rabi       ,55509,111895,2.01579924,6149,-0.1771,0.844,0.3242417,0.1372659,0.0188419,0.3665,0.5621,0.2781,0.0577,0.2359,6154,-0.0396,0.5808,0.1815995,0.0924822,0.008553,0.21015,0.3442,0.15,-0.0108,0.1207,6149,-0.0368,0.6232,0.1858276,0.0933222,0.008709,0.2134,0.3436,0.156,0.0038,0.1265
461,BANSWARA,6156,-0.1558,0.8075,0.2849297,0.1174703,0.0137993,0.315075,0.4743,0.2463,0.0611,0.2087,2003,Rabi       ,49390,73141,1.480886819,6154,-0.1882,0.8212,0.3208152,0.1252577,0.0156895,0.348,0.506,0.2812,0.095,0.2425,6156,-0.0407,0.6317,0.1654406,0.0882289,0.0077843,0.188125,0.3079,0.13915,-0.0043,0.1082,6154,-0.0322,0.5995,0.1872774,0.0870198,0.0075725,0.207775,0.3183,0.1626,0.0228,0.1337
463,BANSWARA,6147,-0.1902,0.8671,0.3698255,0.1489252,0.0221787,0.43075,0.6632,0.3251,0.047,0.2756,2004,Rabi       ,69513,140615,2.022859034,6134,-0.1992,0.8607,0.3860508,0.1400277,0.0196078,0.4444,0.6648,0.35465,0.0803,0.2974,6147,-0.0373,0.6576,0.212736,0.1028562,0.0105794,0.25115,0.4093,0.1843,-0.0109,0.1456,6134,-0.0314,0.6594,0.2209717,0.0969645,0.0094021,0.2563,0.4013,0.19995,0.0166,0.1596
465,BANSWARA,6142,-0.1968,0.8699,0.3686303,0.1564124,0.0244649,0.453875,0.7399,0.32715,-0.0183,0.263,2005,Rabi       ,77545,160663,2.071867948,6120,-0.1936,0.8373,0.3791189,0.1361764,0.018544,0.45035,0.6922,0.35455,0.0474,0.288775,6142,-0.0472,0.6939,0.2115752,0.1123279,0.0126176,0.2662,0.4697,0.1839,-0.0472,0.1305,6120,-0.0415,0.6193,0.2104722,0.0929543,0.0086405,0.257225,0.425,0.1972,-0.0228,0.1451
467,BANSWARA,6154,-0.1881,0.8512,0.361212,0.1495879,0.0223765,0.4368,0.6975,0.31665,0.0065,0.2628,2006,Rabi       ,82190,162053,1.971687553,6129,-0.1756,0.8215,0.3875938,0.1392335,0.019386,0.4597,0.7091,0.357,0.0525,0.2933,6154,-0.0498,0.6388,0.2140427,0.1026082,0.0105284,0.261,0.435,0.1868,-0.0285,0.145,6129,-0.0318,0.6089,0.2261064,0.093948,0.0088262,0.2698,0.4286,0.2089,0.0059,0.1639
469,BANSWARA,6140,-0.1991,0.8232,0.3808537,0.14659,0.0214886,0.470125,0.7586,0.3442,-0.009,0.2776,2007,Rabi       ,85835,160011,1.864169628,6131,-0.1892,0.845,0.4026342,0.1365246,0.018639,0.4842,0.7502,0.3829,0.0525,0.30685,6140,-0.0594,0.5645,0.218866,0.098886,0.0097784,0.2762,0.472,0.1972,-0.0495,0.1456,6131,-0.0468,0.6259,0.230419,0.0904794,0.0081865,0.28165,0.4551,0.2199,-0.0073,0.1659
471,BANSWARA,6131,-0.189,0.8574,0.3851062,0.1533129,0.0235049,0.4786,0.7852,0.3488,-0.0251,0.2742,2008,Rabi       ,90801,183398,2.019779518,6121,-0.1886,0.8514,0.3993212,0.1363624,0.0185947,0.4831,0.7491,0.3814,0.0531,0.3052,6131,-0.0534,0.6518,0.2309176,0.1055114,0.0111326,0.29,0.4949,0.2075,-0.0457,0.15335,6121,-0.0457,0.6304,0.22955,0.0881314,0.0077671,0.2799,0.446,0.2183,0.0015,0.1685
473,BANSWARA,6149,-0.1837,0.8426,0.3347676,0.1410347,0.0198908,0.3969,0.6332,0.2837,0.006,0.2392,2009,Rabi       ,76116,118511,1.556978822,6144,-0.1934,0.8484,0.3849133,0.1478538,0.0218608,0.461875,0.7342,0.3422,0.0138,0.280275,6149,-0.0546,0.5616,0.1970999,0.0962069,0.0092558,0.2329,0.3829,0.165,-0.0158,0.1329,6144,-0.0391,0.658,0.2221413,0.103494,0.010711,0.26845,0.444,0.19105,-0.0248,0.151
475,BANSWARA,6152,-0.1826,0.8445,0.3809725,0.157687,0.0248652,0.47885,0.8016,0.3306,-0.0565,0.263675,2010,Rabi       ,80466,161762,2.010314916,6143,-0.1984,0.8742,0.4420979,0.1601769,0.0256566,0.5497,0.8742,0.4123,-0.0205,0.3202,6152,-0.0547,0.6403,0.2215582,0.1126448,0.0126889,0.28215,0.4962,0.18745,-0.0547,0.1394,6143,-0.0348,0.676,0.2546059,0.1179336,0.0139083,0.3247,0.5623,0.2272,-0.0348,0.1657
477,BANSWARA,6152,-0.196,0.8758,0.4069957,0.1636278,0.026774,0.517225,0.8624,0.3549,-0.058,0.285975,2011,Rabi       ,86052,176322,2.049016874,6142,-0.1869,0.8494,0.4320059,0.1416976,0.0200782,0.5229,0.8056,0.40575,0.0493,0.332,6152,-0.0528,0.6846,0.2418419,0.1224027,0.0149824,0.3121,0.5523,0.2024,-0.0528,0.1518,6142,-0.0304,0.6181,0.2370869,0.096796,0.0093695,0.2936,0.4813,0.2164,-0.019,0.168
479,BANSWARA,6149,-0.1902,0.8501,0.4017152,0.1575281,0.0248151,0.5006,0.8214,0.3647,-0.0327,0.2867,2012,Rabi       ,87177,203751,2.337210503,6137,-0.1886,0.8473,0.4211727,0.1359796,0.0184905,0.5084,0.7829,0.4027,0.0584,0.3243,6149,-0.0392,0.6493,0.2457386,0.1100718,0.0121158,0.308,0.5215,0.2201,-0.0392,0.1655,6137,-0.0346,0.6465,0.2518461,0.0940218,0.0088401,0.3033,0.4775,0.2379,0.014,0.1871
481,BANSWARA,6141,-0.1988,0.8728,0.417432,0.1608244,0.0258645,0.5271,0.8703,0.3815,-0.0472,0.2971,2013,Rabi       ,87975,186789,2.123205456,6122,-0.1988,0.8201,0.4118404,0.1305901,0.0170538,0.4951,0.7604,0.39695,0.0539,0.3181,6141,-0.0495,0.6958,0.2582789,0.1176965,0.0138525,0.3291,0.5674,0.2327,-0.0495,0.1696,6122,-0.0418,0.5392,0.2392667,0.0827596,0.0068492,0.289975,0.4537,0.23125,0.0192,0.1807
483,BANSWARA,6147,-0.1919,0.878,0.4910187,0.1517918,0.0230408,0.60195,0.878,0.4817,0.0629,0.38015,2014,Rabi       ,89620,202260,2.256862308,6131,-0.1995,0.8541,0.4879206,0.1367728,0.0187068,0.5821,0.8541,0.4835,0.1215,0.3921,6147,-0.0322,0.7271,0.2897755,0.1204583,0.0145102,0.3708,0.6298,0.2759,-0.0322,0.1966,6131,-0.0391,0.6138,0.2690321,0.0945477,0.0089393,0.32935,0.5201,0.2588,0.0119,0.202
485,BANSWARA,6153,-0.1738,0.8545,0.4254374,0.1573701,0.0247653,0.5343,0.8545,0.3932,-0.0187,0.3105,2015,Rabi       ,88181,195462,2.216599948,6131,-0.186,0.833,0.4401959,0.1362147,0.0185544,0.5362,0.8263,0.4265,0.0488,0.34095,6153,-0.0337,0.6184,0.2463806,0.1111529,0.012355,0.3147,0.5404,0.2215,-0.0337,0.1642,6131,-0.0301,0.5877,0.2474572,0.0907118,0.0082286,0.30685,0.4916,0.2361,-0.0011,0.1825
487,BANSWARA,6139,-0.1946,0.8641,0.3966337,0.1702061,0.0289701,0.50715,0.852,0.3441,-0.0861,0.2694,2016,Rabi       ,84533,170917,2.021896774,6139,-0.1806,0.8654,0.4011976,0.1533979,0.0235309,0.49025,0.7884,0.3651,-0.0071,0.2913,6139,-0.0485,0.6568,0.2342946,0.1187886,0.0141107,0.29915,0.5267,0.2008,-0.0485,0.1474,6139,-0.0285,0.6165,0.2326707,0.1027685,0.0105614,0.2842,0.4701,0.2114,-0.0256,0.1601
